HY_id,Apartment,Architecture,Building,Ceiling,City,Condominium,Daylighting,Door,Facade,Floor,Flooring,Hall,Hardwood,Home,House,Interior design,Neighbourhood,Plaster,Property,Real estate,Residential area,Room,Tile,Wall,Window,Wood,mean_color_r,mean_color_g,mean_color_b,color_variance,resolution,mean_lightness,dataset
6028499,0.533606663760717,0.62909220596221,0.872229411833367,0.301623482801348,0.0326395292595275,0.0177411373690582,0,0.326646996026846,0.401279524864302,0.391393503912593,0.331641554330926,0.279331944432511,0.170117493020166,0.48587353284943,0.621656482113363,0.230549769524965,0.0250351854218984,0,0.934513286901548,0.741584105132668,0.0264980653903829,0.703731531144475,0.192088186651146,0,0,0.153594504403218,0.593963640717,0.582994188976636,0.56866155786587,134.861860619982,367.039924951267,0.487748890980789,Train
6028500,0,0.0925896522660494,0.506395412711812,0.290508118040104,0,0,0,0,0.105219074772213,0.721676214503593,0.62676677468879,0.35547791614807,0.4154777004139,0.44186008280199,0.425609600506964,0.358373998843178,0,0,0.678285311265672,0.525199264933409,0,0.66621076164466,0.636921645315663,0,0,0.374878583895787,0.516877835460599,0.540984999982704,0.559444967050235,127.659990867104,173.098360196298,0.506733201163145,Train
6028502,0.215599970543918,0.330731424118656,0.38517064153484,0.0109998257155716,0,0,0.274867388829923,0.18696683873082,0,0.900790492292729,0.737946183117661,0.000820658013460514,0.370656276736161,0.286518352743951,0.324983228581589,0.289579938836632,0,0.20861691992713,0.627763105642241,0.28510276239792,0,0.809307820068263,0.48848993281596,0.267998693877478,0.242385094359783,0.213936672649851,0.537079866909067,0.515724971280025,0.489587021289984,101.386813707296,547.506183475279,0.435469252236847,Train
6028512,0.920913259433057,0.891777193176474,0.920537012219539,0,0.170377462864554,0.71965711686254,0,0,0.751762363901784,0,0,0,0,0.77734816,0.817845440168073,0,0.245866456847392,0,0.962367473610672,0.851603252320629,0.804025493188175,0.675646685661739,0,0,0,0,0.522834061156168,0.454776693272426,0.420712218612872,226.225279387689,425.393491571804,0.347241235951041,Train
6028513,0.920913259433057,0.891777193176474,0.920537012219539,0,0.170377462864554,0.71965711686254,0,0,0.751762363901784,0,0,0,0,0.77734816,0.817845440168073,0,0.245866456847392,0,0.962367473610672,0.851603252320629,0.804025493188175,0.675646685661739,0,0,0,0,0.522834061156168,0.454776693272426,0.420712218612872,226.225279387689,425.393491571804,0.347241235951041,Train
6028514,0.656634892046187,0.621157127398618,0.722571669470023,0.0548739876488086,0.258966674721524,0.36457287476494,0.210528477359776,0.03139320236,0.402375912851086,0.445793872392397,0.341382784433557,0.0333749455694064,0.210793395614195,0.55686311523486,0.63832910357275,0.103427462813587,0.366217937457265,0.0211192611034758,0.951723822558275,0.688039537081513,0.409467116893239,0.807245656464754,0.294060638812814,0.160783245686653,0.0332283834464086,0.0668027604942205,0.565969136865622,0.532717791789518,0.523790237779557,176.264731761352,531.039701994448,0.445421822065828,Train
6028515,0.00696673961917268,0.562338749807217,0.0636445216235522,0.153309278551825,0,0.00533494005373651,0.0465738443559104,0.016253093058378,0.00556476469041114,0.883292498726294,0.658126756593557,0.0335635930814641,0.35512773863541,0.0412865992796202,0.137471349074859,0.180077798367679,0,0.136052611142348,0.942026390813043,0.175715769957453,0.00605341308897324,0.871923872170281,0.710265361353162,0.810438830998894,0.0334162025352466,0.0645112808123632,0.613149759473609,0.572456850464512,0.528555476317966,157.623067843289,503.41155740637,0.492076697986937,Train
6028520,0.309512955749954,0.761155073912607,0.418304870386979,0.0970969919912869,0.22000048283257,0.204254696856998,0,0.457890874070537,0.0391936158844783,0.124319733020183,0,0.0338213492165368,0.289181799384626,0.247536170710134,0.613683329700617,0.343364592964216,0.235854991303908,0,0.843773088601146,0.664559241806239,0.348494476440206,0.64003506491956,0,0.058242292832661,0,0.331440389879672,0.589959538000515,0.527585952479006,0.489140193208555,270.840019155552,518.407750997696,0.448089341510363,Train
6028522,0,0.0229273954552022,0.717772435735268,0,0.573194144239388,0,0,0,0,0.56747377515096,0.107228507307133,0.108777697908474,0,0,0,0,0,0,0.201386668475016,0.0685664893706012,0.0255349889343886,0,0,0.0286347823353549,0,0,0.491711527932497,0.474324772450513,0.454049852166112,88.3770893633466,388.486757491717,0.402591177378346,Test
6028523,0,0.0229273954552022,0.717772435735268,0,0.573194144239388,0,0,0,0,0.56747377515096,0.107228507307133,0.108777697908474,0,0,0,0,0,0,0.201386668475016,0.0685664893706012,0.0255349889343886,0,0,0.0286347823353549,0,0,0.491711527932497,0.474324772450513,0.454049852166112,88.3770893633466,388.486757491717,0.402591177378346,Train
6028526,0.9561545,0.76329434,0.9525967,0,0,0.82604414,0,0,0.72486854,0,0,0,0,0,0.6828887,0,0.8693496,0,0.95476806,0.8327354,0.9043429,0,0,0,0,0,0.541176470588235,0.513725490196078,0.517647058823529,81.0805433823941,409.399560331957,0.460794514932602,Train
6028527,0.9561545,0.76329434,0.9525967,0,0,0.82604414,0,0,0.72486854,0,0,0,0,0,0.6828887,0,0.8693496,0,0.95476806,0.8327354,0.9043429,0,0,0,0,0,0.541176470588235,0.513725490196078,0.517647058823529,81.0805433823941,409.399560331957,0.460794514932602,Train
6028529,0.9561545,0.76329434,0.9525967,0,0,0.82604414,0,0,0.72486854,0,0,0,0,0,0.6828887,0,0.8693496,0,0.95476806,0.8327354,0.9043429,0,0,0,0,0,0.541176470588235,0.513725490196078,0.517647058823529,81.0805433823941,409.399560331957,0.460794514932602,Train
6028530,0.9561545,0.76329434,0.9525967,0,0,0.82604414,0,0,0.72486854,0,0,0,0,0,0.6828887,0,0.8693496,0,0.95476806,0.8327354,0.9043429,0,0,0,0,0,0.541176470588235,0.513725490196078,0.517647058823529,81.0805433823941,409.399560331957,0.460794514932602,Train
6028531,0.638890745203567,0.510023944553171,0.636513466747747,0,0,0.551952593619169,0,0,0.484348294857391,0.324198583904407,0.30174479735707,0,0,0,0.456297879091815,0,0.580888772459286,0,0.942415566742102,0.772633620729587,0.604270867627099,0.247011507664417,0.279494219254302,0,0,0,0.548983817125455,0.524135285579038,0.51244216113205,86.8130634486969,360.71572199413,0.459917518143149,Train
6028533,0.00750584313281025,0.27706407244801,0.0401703482266918,0.0336324846377978,0,0,0,0.0880182922503942,0.00926636430988593,0.339550298043214,0.31292982378267,0,0.250109764344423,0.0254069351800451,0.0647359544434832,0.0876333218459902,0.00882648721221297,0.0616840563185324,0.452824871158126,0.00245174487026961,0,0.192331997583194,0.354418987796564,0.628793900336064,0.0087517663107248,0.255564145569839,0.596349649296739,0.561624530817074,0.537277446065796,117.980945854063,433.770835866739,0.460726766097949,Train
6028534,0.0631485552645465,0.029899922468609,0.216460192982133,0.0592162884143291,0,0,0.00187207574728362,0.0107817827502191,0.0169444267034967,0.378051729699474,0.0352058398813057,0.00289780006994244,0.00629411979038379,0.268093857623606,0.115942394776354,0.315453667339317,0.0165934056792604,0.0276945951436347,0.465332548100416,0.0766082102850566,0.0171536207669604,0.446474182578544,0.0389778480015975,0.192846169782047,0.00289161010545388,0.00661577342743409,0.701598027019549,0.675651851052536,0.651269054983837,96.6607240149189,446.12091076064,0.622468958437001,Train
6028536,0.815545168495777,0.854095285095302,0.908116920525471,0,0.620295372696294,0.434042729374909,0,0,0.500629130930198,0,0,0,0,0.644861614172476,0.800070593712116,0,0.879014569686139,0,0.639817989375005,0.789161512549276,0.885073761835604,0.438758350985064,0,0,0.379563482656765,0,0.565953420699288,0.547593115908379,0.538448754230607,160.950760824915,389.008478461563,0.433793850784409,Train
6028539,0.0219582794981674,0.0622648762999027,0.536629541201176,0.0968347635584577,0,0,0,0.055867032753704,0.0733137750701502,0.245462293214064,0,0,0,0.0215360807173347,0.352331076421352,0,0.0244835084256895,0.0755793268267843,0.0877115783310386,0.0667435734278676,0.0205022325971068,0.260649879106244,0,0.881023973389292,0.0666020540623322,0,0.598205137520247,0.54278997802485,0.532118107662067,138.36723700796,528.664252886965,0.483306981389672,Train
6028541,0.304038282247636,0.694271008329622,0.596909903421566,0.00459727856686612,0,0,0.0410114153787972,0.279439894529746,0.24054231854254,0.634367470613729,0.54755661712152,0.0247624889877168,0.557946340926315,0.579053975953068,0.610180959661417,0.091292481789081,0.314513896707129,0.0266425474891037,0.960787926059227,0.594625643496108,0.315354788363693,0.821432309460764,0.293670724063992,0.551946892092396,0.033160990998702,0.514753490720771,0.45326189761697,0.412029126289698,0.386741433742765,181.682757784368,544.402278124252,0.343506617393128,Train
6028544,0.32002689666315,0.695321988973386,0.72456507110775,0.109393710369108,0,0.286542632470674,0.0540233365712455,0.00830068549469443,0.227901596779003,0.479656033344243,0.0562927988907239,0.00148848718778576,0.00787415003129081,0.442248200498257,0.673552779807156,0.405247121567636,0.307509257809219,0.0299055612965649,0.9464400032615,0.325659680177121,0.305044451553683,0.838862567691067,0.405825127622478,0.0480765695863501,0.0617534611865838,0.0325121834657661,0.507192992259868,0.519237581665842,0.489780742987113,170.738128380794,503.919293393597,0.426201024674677,Train
6028545,0.0257688681307388,0.555645796100424,0.577825931158799,0.331948795325671,0,0.00136936198337494,0.336198099486424,0.0130357213582495,0.00148288540117286,0.781976645205891,0.345715295666714,0.0046369433203048,0.111000276931529,0.0848853585064383,0.587253270353496,0.17064232610417,0.00166411266650279,0.00477948624204638,0.934523746627436,0.211436347686717,0.00169190687170546,0.833308215261208,0.207241010451184,0.701950286617583,0.0116315068807949,0.0918074579862562,0.559525126929377,0.576504425008458,0.555065726514494,95.5477045911711,660.408544079793,0.517019393346169,Train
6028547,0.441429731378747,0.728322753633078,0.553724086542421,0.265905262549674,0.199728082040333,0.00331211665993641,0.12428787207394,0.128399221980743,0.238852765100921,0.577057714511495,0.477965275049647,0.0457539828112324,0.231449256247044,0.433533369964123,0.70760731389744,0.372783985402359,0.3030253413469,0.268345741179134,0.938277595034011,0.471324864851273,0.31935826276893,0.612043183204048,0.313046242052422,0.430490198286164,0.371835101334833,0.213091078477155,0.505798162337189,0.523487540916552,0.518795868531244,101.885237131736,505.64671383241,0.475225655847483,Train
6028548,0.0408481046468273,0.430065017784161,0.482181169341526,0.132958560231348,0,0,0.039285703879916,0.020945389791762,0.307220149420601,0.195811882564275,0.146662860140994,0.0569691101686527,0.0767938127923592,0.159213092108341,0.462066298583127,0.145685374513362,0.342975054225369,0.0713904985317335,0.706952106069036,0.552884801172132,0.393245362163634,0.221104216748978,0.131542054175812,0.524719640792857,0.00409202880824453,0.070073846312875,0.735298596588948,0.663845057753493,0.625380870450011,155.771676466492,379.385081494876,0.582836906840465,Test
6028567,0.533509959091317,0.822675331301465,0.858839696040142,0,0.829231268244427,0,0,0,0.626242968902825,0,0,0,0,0,0,0,0.935214469011702,0,0,0,0.905332031231249,0,0,0,0,0,0.507058309852158,0.527949482053442,0.540997516999824,132.028927300478,373.085278391396,0.488344020862418,Train
6028571,0.658787783989445,0.687470698878992,0.849130727425099,0.011716251106191,0.290320787985076,0.193743858227842,0.100972432470047,0.0012695836424292,0.503015297336058,0.314063421423419,0.272343863035921,0.144538612744414,0.0984446861290633,0.183175843256639,0.433824674724257,0.0241708403933827,0.631731238968917,0.0131765737210562,0.92982462008369,0.753717642195096,0.58390995977597,0.299414588873695,0.0989838197967,0.148217723867996,0.0576217565546568,0.0835361722436959,0.561526606837836,0.549190818262101,0.538402967373353,130.873385448019,430.855898412299,0.482055240934214,Test
6028575,0.0187993350983783,0.444192150963973,0.71505963867244,0.0382209550405166,0,0,0,0.033497523197236,0.0250986612628137,0.304436206552926,0.182268825137995,0,0,0.43078287499624,0.744218167683802,0.200403642970059,0.0223776995340223,0,0.930836863810384,0.0663691583479728,0.391620748168444,0.756536162756579,0.275589479810962,0.460171428793258,0.0582905149273,0,0.625641739445218,0.608866034898773,0.569555151958154,162.971115082053,405.009068424094,0.487337191651446,Train
6028582,0,0.531623367927931,0.592963109707285,0,0,0,0,0.137862493752175,0.0123139832504083,0.674620719514659,0.476201646200275,0,0.216062479882938,0.268863383419536,0.665224573584958,0.481537089748166,0.0121121376554055,0.52744712534557,0.911119778803333,0.0467143797037002,0,0.887522408334191,0.0803700216353613,0.775101643942759,0.147413567898449,0.217616443570508,0.456999409023305,0.429968265656256,0.294693772496358,278.974086307674,493.456101302389,0.258822448153063,Train
6028585,0.117551832953721,0.485056103773336,0.668832375137116,0.00772689861674476,0.00193202004164176,0.0820931889416008,0.03642161947212,0.0507426201436198,0.103543686733915,0.608897216050684,0.220013173188944,0,0.220828959856632,0.126710059816014,0.444182328093819,0.463867860538124,0.115271354089431,0,0.885768864988552,0.106589835566973,0.107755432562291,0.79087357908464,0.520671884719848,0.0605602493007852,0.0757187282324922,0.209855697541722,0.455400341149352,0.423131040817464,0.411797710402549,102.762498823597,302.320762186184,0.351231114687798,Train
6028586,0.237614377591022,0.311981044155623,0.694993889553706,0.0156188309394508,0.00390530481875871,0.165939751892257,0.0736211441733276,0.10256901827733,0.209298894441273,0.614455345357671,0.414301607809336,0,0.0843211543932474,0.256126435812842,0.292316932895193,0.360718753722004,0.23300471262594,0,0.397342323452473,0.215456252781244,0.217812341985515,0.646211612166418,0.0223027023679896,0.122413964825443,0.425937070328514,0.0927531739496315,0.481629419962704,0.450378493736467,0.449348622565697,83.6945106213619,317.879795378042,0.385423026078996,Train
6028590,0,0.759075468456287,0.215997594930737,0,0,0,0,0.0420428361184059,0.189364345149957,0.735516476153471,0.713308781391874,0,0.520799628292784,0.443910814021929,0.400946237631166,0.430082686441939,0,0.266443480985624,0.951036218669337,0.687338495944473,0.0631131596055942,0.560911530766324,0.728154427854895,0.283174299462382,0.182530428506051,0.530157075315657,0.651628618554032,0.570657541948759,0.517312253449655,219.750055705289,542.800701186083,0.45733838951955,Train
